Comments,PublishedAt,Author,Like_Counts,Reply_Comments
This movie going to flop 😂😂😂😂😂😂😂😂😂😂😂😂,2024-05-29T07:42:55Z,@RakeshKumar-jr5ov,0,0
மிக அருமை 💐,2024-05-29T07:42:37Z,@nkuppuraj2424,0,0
"I will listen this music thrice a day because it his highly addictive allu arjun sir looking dashing in this look and steps are outstanding, mind blowing, fabulous, awesome, adorable so listen this music daily three times everyday 
Before Going to bed
When I am Bored
While Watching YouTube 
Highly addictied to this song cannot get out of my mind DIE HARD FAN OF LEGEND ICONIC & STYLISH STAR ALLU ARJUN SIR & ADORABLE PRINCESS RASHMIKA MANDANNA FROM ODISHA NIKHILESH PRAGYAN MOHANTY 🙏🙏🙏🙏⭐⭐⭐⭐🌟🌟🌟🌟👌👌👌👌💎💎💎💎❤️🧡💛💚💙💜🤎🖤🤍💝💖💗💓💞💕💐💐💐💐🌹🌹🌹🌹🌺🌺🌺🌺🤩😍🤩🥳",2024-05-29T07:41:55Z,@NIKHILESH490,1,0
Dua ❤,2024-05-29T07:41:13Z,@mohammedrizwan5472,0,0
Nalla irku melody romba naal kalichi DSP melody keka😊,2024-05-29T07:40:18Z,@EduQuest001,1,0
nalllava illa,2024-05-29T07:39:52Z,@vishalv1963,0,0
Dei ennada ethu Kanguva va nenacha tha bayama irruku 🤧😔,2024-05-29T07:39:09Z,@tharun3579,2,0
A DSP Musical 🎶❤,2024-05-29T07:38:48Z,@smarttamizhan6945,6,0
Shreya Ghoshal ❤️,2024-05-29T07:38:45Z,@preranadatta2320,0,0
Nice song❤,2024-05-29T07:37:50Z,@tafseerali6903,0,0
Good ❤💔💔💔💔💔❤️❤️🥀👍,2024-05-29T07:37:31Z,@user-mq4wh3pq8s,1,0
Rashmika🤮🤮,2024-05-29T07:37:25Z,@user-kz1uq4vu6p,1,0
Shreya Ghosal fans assemble here❤,2024-05-29T07:37:23Z,@r.karmukil12a88,2,0
Thalapathy fan hear,2024-05-29T07:35:49Z,@vigneshdas1888,1,0
https://youtu.be/u_31tZuaxl0,2024-05-29T07:35:17Z,@galaxyplusvlogsabhi,0,0
Simple dance+ this song liked ❤️☺️,2024-05-29T07:34:35Z,@sreelakshmipm3015,0,0
All languages one voice shreayaji ❤🎉,2024-05-29T07:34:23Z,@sreelakshmipm3015,0,0
Allu arjun fan button,2024-05-29T07:33:59Z,@shaarukeshon3116,1,0
Dsp beats ❤,2024-05-29T07:33:24Z,@sreelakshmipm3015,0,0
AA shreyaji fans like 🥰🥳,2024-05-29T07:33:06Z,@sreelakshmipm3015,0,0
Semma Songg🎉,2024-05-29T07:32:52Z,@SajeeSajee-ik3fd,1,0
❤,2024-05-29T07:31:44Z,@user-TharuTharukesh,1,0
Waitying for kanguva first singil 🔥,2024-05-29T07:29:14Z,@soorajkumarkumar2233,0,0
"Proud being Allu Arjun Fan
Proud not being a fan for Rashmika",2024-05-29T07:29:13Z,@MandaiSoodu,0,0
Allu Arjun fan from Nigeria 🇳🇬 🔥🔥❤️❤️❤️,2024-05-29T07:28:40Z,@muhammadmgd9183,15,0
Worst song😭😭,2024-05-29T07:27:53Z,@sureshj9652,1,0
❤❤❤ అల్లు అర్జున్ ఫ్యాన్స్ ఒక లైక్ చేయండి ఫ్రెండ్❤❤❤,2024-05-29T07:27:16Z,@ImamHussein-zs7hd,4,0
ఈ చిత్రం విజయం వలన తెలుగు సినిమా స్థాయి ఇంకా పెరగాలని కోరుకుందాం,2024-05-29T07:25:34Z,@ImamHussein-zs7hd,9,1
Bow down to the Queen SHREYA GHOSHAL🛐❤,2024-05-29T07:24:32Z,@anubhavaryan3048,1,0
ఆల్ తెలుగు హీరో ఫ్యాన్స్ లైక్ చేయండి ఫ్రెండ్,2024-05-29T07:24:23Z,@ImamHussein-zs7hd,2,0
Allu Arjun 🔥,2024-05-29T07:22:59Z,@nagarajumanupatitonybhaima9589,1,0
DSP + Sukku combo songs eppavum nalla irukum ❤,2024-05-29T07:20:46Z,@SASI-ck1yy,6,0
❤,2024-05-29T07:19:52Z,@basithcmk2235,0,0
Pushpa 1 album >>>>> pushpa 2 album 😬💯,2024-05-29T07:19:18Z,@Heisenberg263,9,0
❤❤❤,2024-05-29T07:17:44Z,@NsFamily566,1,0
allu arjun fans like 👍,2024-05-29T07:17:39Z,@YT.k0.1,1,0
Telugu version la singer name potruka idula yen podala panni.poi pottu thola,2024-05-29T07:16:59Z,@logesh-wk3hl,0,0
Rashmika fans assemble here❤❤❤,2024-05-29T07:16:44Z,@suriyasuraj4766,1,0
Singer name podu da eruma,2024-05-29T07:15:56Z,@logesh-wk3hl,0,0
❤Lyric are awesome😍,2024-05-29T07:15:32Z,@nethajinagaralanganallur2909,0,0
Superb,2024-05-29T07:14:01Z,@Vijayofficialdancer6,1,0
❤❤,2024-05-29T07:13:30Z,@lolackludhin14,0,0
Rasmika😘 mandana fans like button------>👉👍👍👍,2024-05-29T07:12:11Z,@diecreations2438,0,0
Indha step paatha udaneye Instagram la reels potruvaanunga 😂😂,2024-05-29T07:11:57Z,@Mani2.0974,0,0
Early 2000s DSP is back 🔥🔥🔥,2024-05-29T07:11:13Z,@909RG,1,0
"Allu Arjun fans assemble 🥰😘 
🤙👇",2024-05-29T07:11:08Z,@akhilj7104,1,0
Shreya goshal+Allu Arjun+ Rashmika Mandhana=Best combination ❤,2024-05-29T07:10:50Z,@Complacency17,27,1
Hyooo!!!shreya mam voice 🥺😌😍,2024-05-29T07:10:35Z,@Harininarayanan_yadav,0,0
Nice song,2024-05-29T07:10:27Z,@34akshraddhava10,0,0
"Bangla Version is Another Level 🔥👌👌👌
Go and Search The Bangla Version of Shreya ghosal",2024-05-29T07:10:25Z,@MJDLimitedMJD,1,0
Nala irka enku intha song pedikala,2024-05-29T07:09:07Z,@sureshpks7370,1,0
ഇതൊക്കെ എന്ത് സോങ്ങ് ദൈവമേ ഇപ്പോൾ വരുന്ന ഒരൊറ്റ ഫിലിമിലെ സോങ് കേൾക്കാൻ സുഖമില്ല വെറുപ്പിക്കുന്ന song,2024-05-29T07:08:29Z,@apm3535,0,0
Super ❤,2024-05-29T07:07:39Z,@DandugulaRajuAAarmy,0,0
Pushpa 2 🔥💯,2024-05-29T07:07:17Z,@goutomsarkar8955,0,0
Good creative guys,2024-05-29T07:06:03Z,@user-rr8zy2xu6g,0,0
❤AA ❤✊✊✊,2024-05-29T07:06:02Z,@savalapurapurajesh2795,0,0
aa,2024-05-29T07:05:28Z,@rohith5093,0,0
Otha Vidaamuyarchi varattum ommala ellam gaali 💯,2024-05-29T07:05:19Z,@bigbull.202_,0,0
Allu Arjun Assamese Fan's Assemble Here ♥️🙋👇✅,2024-05-29T07:04:13Z,@Pallabkcreation,0,0
Lyrics ❤,2024-05-29T07:03:28Z,@rubithrapreetham3990,0,0
Nalla illa,2024-05-29T07:03:24Z,@josephrex8716,0,0
6 Language Legacy 😉✨️,2024-05-29T07:03:22Z,@ezhilkumaransa4143,0,0
0:05 usur ulla oruthiku Taj Mahal-u katti koduthavanum nandhandi 🌝,2024-05-29T07:02:09Z,@suriyak6656,16,2
✨♥️ Shreya Ghoshal,2024-05-29T07:01:13Z,@aakashpandiyan.,0,0
Superrrr,2024-05-29T07:00:12Z,@NareshKumar-ss6sj,2,0
Allu Arjun fan here ❤,2024-05-29T06:58:20Z,@user-kh7pj7qv6x,0,0
Emira edhi 😅,2024-05-29T06:57:26Z,@EnaManiyaa,0,0
Hot song ilaya,2024-05-29T06:57:19Z,@IsmailIsmail-ru9py,0,0
Bad song,2024-05-29T06:54:39Z,@VkAk-lx9hc,0,0
Wow,2024-05-29T06:53:30Z,@lovelyshiva6445,0,0
"Sir 2013ல் ராயபுரம், வடசென்னையில் 3500 பெண்களுக்கு நடந்த பாலியல் வன்கொடுமையை பற்றி பேசுங்கள் sir. 2014ல் சென்னை உயர்நீதிமன்றம் இந்த வழக்கை விசாரித்து தீர்ப்பு வழங்கிவிட்டது. அதனால் தைரியமாக இதை பற்றி பேசுங்கள் sir. For more details Search Google for 3500 Fake Register Marriage certificate case (2013), Chennai. ❤🎉❤❤.❤❤.",2024-05-29T06:52:30Z,@Ramakrishnan-gi4uo,0,0
Ethuku eppade kekuthu https://m.youtube.com/watch?v=OcsZQtjzT9M from 3:00,2024-05-29T06:50:47Z,@yadothnana9133,0,0
Shreya Ghoshal ❣️,2024-05-29T06:50:11Z,@ranitaghosh890,0,0
RASHMIKA MAM FANS ASSEMBLE HERE❤❤❤,2024-05-29T06:49:54Z,@puspendudeykarmakar6051,1,0
🤮Sorry Guy's I hate is song🤢🤮,2024-05-29T06:49:47Z,@DJX604,0,0
29.05.2024 chennai vigneahram k,2024-05-29T06:49:45Z,@Agni_tn25,0,0
MRBEAST will overcome u bloody T series (individual youtubers forever),2024-05-29T06:49:32Z,@user-ys7lf9yk6y,0,0
AA tamilnadu fans❤❤❤❤❤,2024-05-29T06:48:55Z,@vijayarajan-bt5fk,0,0
Paatu nalla irukeyy 🤩,2024-05-29T06:47:46Z,@thenamudhans4845,1,0
Sherya Ghoshal singing is awesome and extraordinary in all language of pushpa,2024-05-29T06:47:26Z,@gopinathmaster3355,63,0
Lyrics are surprised very nice,2024-05-29T06:46:50Z,@MohammedFaizal-fe6lt,1,0
"ithu etho oru paatoda copy maari irukku

🤮",2024-05-29T06:46:28Z,@user-ys7lf9yk6y,0,0
Wow,2024-05-29T06:46:03Z,@chethireddyrajani,2,0
AA 💥,2024-05-29T06:44:25Z,@anuroopm4465,1,0
But puspa 1 song. 🔥🔥 Puspa 2 ok,2024-05-29T06:43:56Z,@cricket-iz2mb,3,0
In pushpa 2 allu arjun produce a movie and he is hero and rashmika as heroine,2024-05-29T06:43:38Z,@tamil5355,3,0
Shreya Ghoshal & rashmika manthana awesome 👍,2024-05-29T06:42:37Z,@user-qu5km7oc7g,20,0
Kevalama irruku.. 1 part thaa mass,2024-05-29T06:42:10Z,@hijen268,0,0
Indian 2 or pushpa 2 which is justify next national award ❤❤❤❤❤,2024-05-29T06:40:54Z,@ajith....,14,2
Wow🔥🔥🔥,2024-05-29T06:40:41Z,@Anandkintala,0,0
"https://youtu.be/UT8QbpYzNao?si=_Ly_EXqU4vFDrCpE
  
Kindly do watch... It is a fanmade cover song of pushpa cover ❤",2024-05-29T06:40:12Z,@bharaniveandhan,1,0
Missing Samantha ❤❤❤❤❤❤❤❤❤❤,2024-05-29T06:39:37Z,@angelshreya879,1,0
Pushpa fans assemble here 🔥,2024-05-29T06:36:51Z,@Gautham-be5ws,1,0
Wow ft shreya ghoshal mam ❤❤,2024-05-29T06:36:25Z,@FarhanKhan-qt8kt,1,0
Vintage dsp is back 🔥❤️,2024-05-29T06:36:00Z,@midhunmidhun6339,1,0
This song only watch for Shreya Ghoshal 🎵❤❤❤,2024-05-29T06:35:34Z,@mohammedameen2993,0,0
Sherya ghosal ❤ Tamil voice Woohoo 😍😍,2024-05-29T06:35:21Z,@crazytamilme1994,0,0
Allu❤️ shreya❤️ rashmika❤️ dsp ❤️sukumar 🌋🌋🌋🌋🌋🌋🌋🌋🌋🌋🌋,2024-05-29T06:35:14Z,@MyJANA55,0,0
Singer name ya illa caption la,2024-05-29T06:34:30Z,@mohammedameen2993,0,0
❤❤❤❤❤❤❤❤❤,2024-05-29T06:33:21Z,@shakershaker8826,0,0
Shreya Ghoshal magical voice uh✨❤,2024-05-29T06:32:49Z,@Rishv279,2,0
2024 worst steps🤮,2024-05-29T06:32:33Z,@friendschallengechannel1670,5,2
Ena da ithu mokkaya iruku 😢,2024-05-29T06:32:29Z,@aniruthkarthik3987,2,0
Beautiful voice from Shreya Ghoshal 😍🎙️,2024-05-29T06:31:57Z,@rahulr3527,4,0
Shreya Ghoshal Fans Assemble here❤😊,2024-05-29T06:31:07Z,@Roksan455,1,0
WAITING PUSHPA 2.SONG AVERAGE.🎉🎉🎉,2024-05-29T06:29:27Z,@VIJAYOFFICIALCHANNEL778,0,0
😂😂😂,2024-05-29T06:29:02Z,@VasanthAakash-us8su,0,0
பழைய பாட்டு மாரி இல்ல,2024-05-29T06:28:56Z,@photography4147,0,0
Nice sweet song,2024-05-29T06:28:43Z,@ramsathasivam9747,0,0
Ini indha song pathutu alaraparai cringe couples la ipdi katti pudichu kaaka valipu vandha madhiri oru step uh potu reels pana arambichudvanga🤷‍♀️🤧😥,2024-05-29T06:28:43Z,@simplyafn,1,0
New trend set pannitanga... practice match lyrical video va release panni irukanga...🎉🎉🎉,2024-05-29T06:28:39Z,@gunasamurai1733,6,0
Better than Telugu ❤,2024-05-29T06:28:00Z,@HARI_KRISHNA01,2,0
Pushpa The Rise Album >>,2024-05-29T06:27:54Z,@dinoshanu1963,2,0
"Jai Allu Arjun 🔥
Taggedele
Iconic star of India
Ruling Box office world wide",2024-05-29T06:27:33Z,@kishore_kkk,1,0
𝙋𝙐𝙎𝙃𝙋𝘼😎 𝙍𝙐𝙇𝙀 𝙄𝙉 𝘾𝙄𝙉𝙀𝙈𝘼 𝘼𝙐𝙂 15🔥,2024-05-29T06:26:57Z,@_REDITS_0,2,0
Darling AA❤❤,2024-05-29T06:26:50Z,@siniselva9904,0,0
Pure melody💗,2024-05-29T06:25:53Z,@saibhaviri_2241,0,0
Super pushpa 2 release aagha povathu Jolly❤❤,2024-05-29T06:25:49Z,@YugiRaji,0,0
Sami Sami >>>>>>,2024-05-29T06:25:43Z,@devadhinesh1116,0,0
"Good job sukumar anna 🤗❤️💯 i am sure puspha 2 gonna be a block buster love story , can feel the vibe 👌",2024-05-29T06:25:28Z,@LaSivam,1,0
Pushpa 😌🤍,2024-05-29T06:24:47Z,@GAMERKALLAN46,1,0
Allu arjun fan's Tamilnadu❤,2024-05-29T06:24:37Z,@SheikMohamed-dd7hv,2,0
Nice song🔥🔥🔥,2024-05-29T06:24:02Z,@mahendersingh9564,0,0
enna da jaggi step eh potu vechu irukinga 🤦,2024-05-29T06:23:42Z,@karthikn0306,0,0
Are you satisfied with the song ❤️❤️ like here 😉💖❤️,2024-05-29T06:22:39Z,@samamadhu5085,13,0
Allaaujun❤,2024-05-29T06:22:11Z,@SenthilKumar-hu8wz,1,0
Puspha franchise  is incomplete without compulsory cute love song❤,2024-05-29T06:21:30Z,@dershanshan5610,34,0
Devi Sri Prasad Fans Attendance  here 👆👇👇❤,2024-05-29T06:21:19Z,@radhamagi8204,37,0
All the best from Prabhas uncle 🤩 die hard fans.jai jai Prabhas uncle 🤩.!!!,2024-05-29T06:20:49Z,@geethamadhuri4.033,1,0
oo oo soluriya mama song wanted in pushpa 2,2024-05-29T06:19:57Z,@Worldofrupesh143,2,0
Copy cat of Chotta Chotta nanayudhu tajmahal song🤣🤣🤣,2024-05-29T06:19:46Z,@ayishababu7860,1,0
Jai icon Star ❤❤,2024-05-29T06:19:09Z,@udaykirannadipudi7437,1,0
Tamilnadu allu arjun army assemble,2024-05-29T06:18:57Z,@RajaC-ws5yt,31,0
🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰,2024-05-29T06:18:40Z,@anandamali1035,0,0
Chotta chotta nanayuthu tajmahal  tune mathiri lighta iruku 😮,2024-05-29T06:18:37Z,@senthilkumarg946,35,2
"6 Language but pure expression, pure pronunciation!😇🔥
Only Shreya Ghoshal can do this!❤️ 
No one can touch her legacy.🙏

DSK + Shreya = ❤️🔥❤️",2024-05-29T06:18:28Z,@shyamolchandrasom4024,123,1
AA+DSP+CRUSMIKA+SREYAGOSHAL❤,2024-05-29T06:17:07Z,@massiconicstaar5995,5,0
Apdiye namma indian 2 song yum ellarum paathirunga nice melo,2024-05-29T06:16:54Z,@user-pf2xl2kn4o,6,0
HD print வரும்வரை காத்திருந்து பார்பாவர்கள் சார்பாக படம் வெற்றி பெர வாழ்த்துக்கள்😅😅😅,2024-05-29T06:16:36Z,@GuruGuru-th8cg,5,0
Superb song,2024-05-29T06:16:26Z,@vajeevajee2002,0,0
Song beat slow,2024-05-29T06:15:43Z,@ITSMEDAMIMDA,0,0
Shreya Ghoshal pan India ❤🎉,2024-05-29T06:15:41Z,@Shyam12roy,1,0
PUSHPA2🌹💞♥️♥️🙏👌1000,2024-05-29T06:15:39Z,@deegfjSeeram,0,0
Nice one done,2024-05-29T06:15:37Z,@hibanachung7473,0,0
Puspha2 🧨 jay #,2024-05-29T06:15:22Z,@rahulsuna3594,0,0
Only for Shreya Ghoshal ❤❤❤,2024-05-29T06:15:21Z,@tkdineshbaabu3049,2,0
telugu allu arjun fans assemble here❤❤,2024-05-29T06:14:48Z,@maheshpindi,0,0
Mookkka,2024-05-29T06:14:32Z,@Dkv0072,2,0
Listening in all languages ❤❤❤❤❤ blockbuster ❤❤❤❤...,2024-05-29T06:14:24Z,@vikramchauhan672,0,0
Pushpa Fan's Assemble here guys ⚔️👿🙋‍♂,2024-05-29T06:13:57Z,@vinothkumarm4515,0,0
Allu arjun 🔥,2024-05-29T06:13:48Z,@stargirientertainment1391,0,0
Shereya goshal magical voice✨✨🫶,2024-05-29T06:13:35Z,@sriramking7338,1,1
Any Shreya Fans Here??🔥❤️,2024-05-29T06:13:32Z,@Ahmedasif12876,0,0
Ranbir Kapoor oda Vappati Rashmika Mandanna sarbaga intha padathulayum olu vaanga vazhthukkal 🥵😂,2024-05-29T06:13:17Z,@MikkaMagilchi,1,0
Shreya Goshal 🤍🤩,2024-05-29T06:13:13Z,@sathishratnam7708,1,0
DEi  hard faan of Allu Arjun 😍😍😍😍😍😍,2024-05-29T06:12:31Z,@alluarjun9411,0,0
Like here from north indian ❤❤,2024-05-29T06:12:31Z,@samamadhu5085,0,0
I am Telugu song super,2024-05-29T06:12:27Z,@ebishettyraju6678,0,0
AA,2024-05-29T06:11:33Z,@reddybalaji9575,0,0
👍👍👍,2024-05-29T06:10:55Z,@suprovat6432,0,0
😂😂😂😂😂😂😂😂😂😂😂,2024-05-29T06:10:29Z,@ShayenShayen-tt2mq,0,0
தளபதி விஜய் ரசிகர்கள் சார்பாக படம் வெற்றி பெற வாழ்த்துகிறோம் 🎉,2024-05-29T06:10:21Z,@V.TAMILAN,0,0
Allu Arjun army 🔥 assemble here 🔥✊❤,2024-05-29T06:10:06Z,@ananthapurkurradu6003,0,0
Nice music bass and nice lyrics in the song,2024-05-29T06:09:52Z,@2005NISHANTH,0,0
Allways Rock Singer Shreya Ghosal Mam❤,2024-05-29T06:09:22Z,@alexddu-gky3247,0,0
Promotion pathalaiyaeee...... apprm ena oo soldriyaa song mari onu konduvara venditanaee,2024-05-29T06:09:21Z,@sugandhanramesh,0,0
🤮🤮🤮🤮🤮,2024-05-29T06:09:08Z,@PradeepKumar-lw1hv,0,0
"*allu arjun is not simply acting,he is just living in that character🔥💯*

*pure goosebumps overloaded😻*",2024-05-29T06:09:07Z,@user-bq7hm9iu6c,16,0
புஷ்பா 2 கு தீவிரமாக காத்து இருப்பவர்கள் 🔥,2024-05-29T06:08:51Z,@RASIGAN2005,160,1
Tamil version more beautiful ❤,2024-05-29T06:08:42Z,@Vishakakabila,0,0
Jai Allu Arjun Annaya Fans ❤❤,2024-05-29T06:08:29Z,@Vj.Creation,0,0
"Opening la ""Chotta Chotta nanaiyuthu Tajmahal "" Songa Opening vaadai Adikithu",2024-05-29T06:08:18Z,@ThulasiThula-fv4lh,4,0
Hrithik roshan. World famous Super star🌟,2024-05-29T06:08:14Z,@RashitAhamd,0,0
As usual DSP with drum beats. Nothing different and new. Scared of DSP for Good Bad Ugly 💀,2024-05-29T06:07:59Z,@agilan08,0,0
Avg,2024-05-29T06:07:45Z,@cricketav5055,0,0
Allu Arjun Garu ❤,2024-05-29T06:07:34Z,@believers3940,0,0
"Total how many allu fans are here.. 🫶🏻😮‍💨🔥💥

👇🏻",2024-05-29T06:07:28Z,@KL.71_rolex_gamerff,1,0
I think average 2nd part,2024-05-29T06:07:17Z,@massactions3756,2,0
Put SHREYAAAA NAME IN DESCRIPTION ALSO,2024-05-29T06:07:17Z,@nareshchan4779,0,0
Sanghi rashmika,2024-05-29T06:06:28Z,@balakumar-1234,0,0
Jai Bunny Annaya ❤❤❤,2024-05-29T06:06:09Z,@arjunraja_9,0,0
Starting adi nee engey song mari iruku😂,2024-05-29T06:04:56Z,@abduljaleel3449,23,1
❤❤,2024-05-29T06:04:55Z,@sajithpsaji9718,0,0
At 1:53 shreyaa voice 😘😘,2024-05-29T06:04:45Z,@krishateja2451,11,0
Thalapathy VIJAY . Mass 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,2024-05-29T06:03:55Z,@farithasadique5181,0,0
Next level song Sherya Ghoshal🎉Allu Arjun❤❤,2024-05-29T06:03:53Z,@abhijitps,2,0
😍❤️🥰🔥👑 Allu Ettan 😌 A die hard Fan ☺️ of Allu Ettan 🥰 from kerala 😌 🥵 i am katta waiting for 🥵 Pushpa 2 The Rule 🔥💥👑💥🔥  Allu Ettan uyir ❤️💞💘💞❤️,2024-05-29T06:03:39Z,@icon_edits__,1,0
Dsp inum indha puli movie drums instrumental landhu vela varava illa pola😂😂😂😂 ora drums dns suma thatu thatu nu thatvom oru song ready nu panirukaru😂😂,2024-05-29T06:03:37Z,@ajitharavind3531,0,0
❤❤❤❤,2024-05-29T06:03:17Z,@rajy12348,0,0
❤❤❤❤❤❤❤❤❤❤,2024-05-29T06:03:01Z,@sumanthraj478,0,0
Me imaging how they will be in  real song costumes.. Eagerly waiting❤❤❤❤❤❤❤,2024-05-29T06:02:46Z,@pavizhamvandanna3774,17,0
Allu Arjun Tamilnadu fans 🙋🙋🙋🙋,2024-05-29T06:02:40Z,@sai1922,3,0
*Sach mein Angaron ka ambar sa lagta hai re Saami* 🔥🔥 _Pushpa Vau toh flower nahi Fire yani Angaar hai_ *aur Shreya Ghoshal Royal Bengal Tigress* ❤,2024-05-29T06:02:12Z,@sdballin1,34,8
❤❤❤,2024-05-29T06:02:05Z,@kalyanmorle7942,1,0
Pushpa 3rd sang please,2024-05-29T06:01:58Z,@syadsulthanforyou6885,1,0
Cringemika🤮,2024-05-29T06:01:30Z,@saranbabu5637,1,0
Ji bunny ANNA 🔥 AA 🔥😎😘,2024-05-29T06:01:27Z,@BadshaBADSHA-yh8qi,1,0
♥️,2024-05-29T06:01:17Z,@arthikrishokumar5702,0,0
One and only SHREYAAAA GHOSHALLLLLLL🔥🔥😭😭😭😭😭🔥🔥🔥🔥 ONE QUEEN,2024-05-29T06:01:14Z,@nareshchan4779,1,0
indian 2 second single பார்த்துட்டு யாரெல்லாம் இங்க வந்திங்கள்?,2024-05-29T06:01:09Z,@VigneshwaranAdshayan,4,1
Anyone from 2024 hit a like,2024-05-29T06:01:06Z,@SUNIL..10..,1,0
Allu arjun AnnA 🥰,2024-05-29T06:00:52Z,@SelvaKumar-zu7eu,4,0
"Allu Arjun’s attitude✅
Rashmika’s gracee✅
Shreya ghoshal’s  voice✅
THIS GONNA BE BLOCKBUSTER !!!!🎉🎉🎉",2024-05-29T06:00:47Z,@HelloThere-ge6nq,575,2
ALL language layum shreya than singer amazing😲😯,2024-05-29T06:00:37Z,@TrendingTrollerMB15,8,0
3:29 does anyone noticed,2024-05-29T06:00:36Z,@VenkatBharathi-lu3fc,55,4
"Pushpa 1 songs-🔥🔥🔥🔥
Pushpa 2 songs-😢😢😢😢",2024-05-29T06:00:30Z,@rajkumar.e5030,4,1
Nice voice and nice song ❤️,2024-05-29T06:00:21Z,@manikandanravi2584,0,0
Shreya Ghoshal ❤😊,2024-05-29T06:00:18Z,@giridhark.r5832,0,0
"Rashmika Mandanna His Back 🔥🔥🔥

Srivalli-Pushpa Raj Reunion's Back 🔥",2024-05-29T06:00:17Z,@user-rm6ty3to2w,141,1
Allu Arjun and Rashmika Fan's Assemble Here ❤👇💥,2024-05-29T05:59:58Z,@akshitrdesai7698,0,0
Shreya Ghoshal's voice 😍😍😍,2024-05-29T05:59:54Z,@Arijitians1,13,0
❤❤❤,2024-05-29T05:59:48Z,@AlluArjun5426-yo8jy,0,0
RASHMIKA FAN'S ASSMBLE HERE✋✋✋✋✋✋✋✋,2024-05-29T05:59:42Z,@ChandranChandran-ze3zh,0,0
😊😂😢❤😢😮😅😅😂😅🎉😮😂😅😂😅😂😮🎉😮😂😅❤😅❤😊❤😊❤❤😊😂😂😮🎉🎉😮🎉😅😂❤😅❤😅🎉😅🎉😮😢😮🎉😅😂😅😂😂😊❤😊❤😊❤😊❤😊❤😊❤😊❤😊❤😊❤😊❤😊❤😊❤😊❤😊❤😊❤😊❤❤❤😊❤😊❤😊❤😊❤😊❤😊❤😊❤😊❤😊❤😊❤😊❤😊❤❤😊❤😊❤😊❤😊❤😊❤😊❤😊❤😊❤😊❤❤😊❤😊😂😅🎉😮🎉😮😂😮😂😮❤😮❤😅😅😂😊😂😊🎉😮🎉😮😂😅❤😊❤😊🎉😮😮😮😂😮❤😅😅😂😮🎉😮😂😅❤jsnssn❤😊😅😂😮🎉😅🎉😅😂😅😂😮😂😮🎉😅😂😅😂😂 1:10 😂😅🎉😅😂😊😂😅😂😅🎉😮🎉😮🎉😅😂😅😂😅😂😅❤😊😊😂😮😂😮🎉😮🎉😮😂😅😂😅😂😅❤😅❤😊❤😊😅😂😅😂😮🎉😅🎉🎉😅😂😊❤😊❤ 1:17 😂😅🎉😅😂😅😅😂😊😂😊❤😊❤😊😂,2024-05-29T05:59:26Z,@RanjanRanjan-it1jy,1,0
மொக்க படம் இது  இதுக்கு part 2 வேறயா,2024-05-29T05:59:00Z,@KasimKasim-yj2np,0,1
Allu Arjun ❤️‍🩹❤️‍🩹❤️‍🩹,2024-05-29T05:58:42Z,@user-zq4uf2qg2p,0,0
Allu Arjun ❤❤❤ Rashmika Mandanna,2024-05-29T05:58:38Z,@arjunraja_9,1,0
Crap,2024-05-29T05:58:29Z,@dheerajsivadas442,0,0
The lyrics are really good,2024-05-29T05:58:26Z,@user-fy2xy1fn3p,0,0
Blockbuster,2024-05-29T05:58:07Z,@RAVIRAVIKUMAR-rd1of,0,0
Srivalli 😭🫀❤,2024-05-29T05:57:51Z,@meganesrashmika,0,0
❤❤,2024-05-29T05:57:50Z,@ganeshthota1809,0,0
"Who is best allu arjun ❤️
Vijay thalapathy 💐
Danush
Ajit kumar
Ram charan",2024-05-29T05:57:50Z,@Ahmed_07_28,0,0
Innada pattu ethu😂😂😂,2024-05-29T05:57:49Z,@RPrabas,0,0
National Crush Is Backkkk ❤🔥,2024-05-29T05:57:41Z,@meganesrashmika,0,0
🔥🔥🔥🔥🔥,2024-05-29T05:57:41Z,@mugadarakesh4305,0,0
A2D soldiers assemble,2024-05-29T05:57:32Z,@RPrabas,1,0
Wow. Haiwa  Allu Arjun 😍😍😍🫶🏻👌👌👌 beautiful song.  Shreya ghoshal❤,2024-05-29T05:57:19Z,@sabithsabi648,4,0
😂😂😂😂😂😂😂😂😂😂😂.,2024-05-29T05:57:13Z,@RPrabas,0,0
best wishes for suriya anna fan's 💥,2024-05-29T05:57:00Z,@NaveenKumar-qj4md,1,0
❤,2024-05-29T05:56:55Z,@AdithyanGopinathSG,0,0
Allu Arjun+Sukumar+Dsp = Songs  blockbuster,2024-05-29T05:56:46Z,@SuryaKrishna-1307,1,0
Vijay fans assemble here,2024-05-29T05:56:42Z,@mookajoke8132,0,0
All time blockbuster ❤❤❤,2024-05-29T05:56:06Z,@dipunaik7895,0,0
